date,description,amount,type,true_category
2023-03-29,Purchase at Kroger,-225.25329189914603,DEBIT,Groceries
2023-03-30,Shopping expense,-421.22521587265044,DEBIT,Shopping
2023-03-31,Purchase at Trader Joe,-123.6741331600707,DEBIT,Groceries
2023-04-01,Utilities expense,-352.74251379654123,DEBIT,Utilities
2023-04-02,Shopping expense,-202.75772401048846,DEBIT,Shopping
2023-04-03,Monthly Rent Payment,-455.8275934701833,DEBIT,Rent
2023-04-04,Monthly Rent Payment,-320.7813580479616,DEBIT,Rent
2023-04-05,Investment in Stocks,-402.01581545789503,DEBIT,Investment
2023-04-06,Return from Stocks,394.70796918627144,CREDIT,Investment
2023-04-07,Investment in Mutual Funds,-150.6146682300001,DEBIT,Investment
2023-04-08,Purchase at Whole Foods,-197.02745182557595,DEBIT,Groceries
2023-04-09,Monthly Rent Payment,-101.10764725293284,DEBIT,Rent
2023-04-10,Transportation expense,-78.72236151395168,DEBIT,Transportation
2023-04-11,Purchase at Walmart,-110.69049167647718,DEBIT,Groceries
2023-04-12,Transportation expense,-150.0707794719622,DEBIT,Transportation
2023-04-13,Salary from Company A,6538.090026965315,CREDIT,Salary
2023-04-14,Utilities expense,-262.0604003691963,DEBIT,Utilities
2023-04-15,Other expense,-228.4043545183155,DEBIT,Other
2023-04-16,Monthly Rent Payment,-276.3078465343249,DEBIT,Rent
2023-04-17,Other expense,-321.8818949606284,DEBIT,Other
2023-04-18,Purchase at Trader Joe,-382.66230207403174,DEBIT,Groceries
2023-04-19,Purchase at Walmart,-254.81697180378998,DEBIT,Groceries
2023-04-20,Shopping expense,-443.7183312405149,DEBIT,Shopping
2023-04-21,Monthly Rent Payment,-285.4385675259508,DEBIT,Rent
2023-04-22,Monthly Rent Payment,-187.21303213628116,DEBIT,Rent
2023-04-23,Shopping expense,-171.35829700047682,DEBIT,Shopping
2023-04-24,Utilities expense,-278.96081188485215,DEBIT,Utilities
2023-04-25,Other expense,-411.9880619084732,DEBIT,Other
2023-04-26,Salary from Company A,3604.44471330588,CREDIT,Salary
2023-04-27,Transportation expense,-289.89994494696225,DEBIT,Transportation
2023-04-28,Return from Bonds,438.3692262263212,CREDIT,Investment
2023-04-29,Monthly Rent Payment,-307.3297509292598,DEBIT,Rent
2023-04-30,Return from Mutual Funds,760.8964954894071,CREDIT,Investment
2023-05-01,Entertainment expense,-482.51535090837393,DEBIT,Entertainment
2023-05-02,Dining expense,-387.16936100149593,DEBIT,Dining
2023-05-03,Dining expense,-184.53979725732526,DEBIT,Dining
2023-05-04,Other expense,-46.019322794300415,DEBIT,Other
2023-05-05,Utilities expense,-263.88860158411796,DEBIT,Utilities
2023-05-06,Other expense,-250.07114168681568,DEBIT,Other
2023-05-07,Dining expense,-368.2161119248326,DEBIT,Dining
2023-05-08,Other expense,-101.03299966484106,DEBIT,Other
2023-05-09,Entertainment expense,-50.64893867569691,DEBIT,Entertainment
2023-05-10,Purchase at Kroger,-218.26104218729884,DEBIT,Groceries
2023-05-11,Investment in Bonds,-540.023256770557,DEBIT,Investment
2023-05-12,Monthly Rent Payment,-66.90109621046233,DEBIT,Rent
2023-05-13,Transportation expense,-57.792314797849286,DEBIT,Transportation
2023-05-14,Dining expense,-122.71961942689657,DEBIT,Dining
2023-05-15,Transportation expense,-386.52519199055433,DEBIT,Transportation
2023-05-16,Shopping expense,-453.39032885125545,DEBIT,Shopping
2023-05-17,Entertainment expense,-45.70243278735538,DEBIT,Entertainment
2023-05-18,Dining expense,-302.4524795414392,DEBIT,Dining
2023-05-19,Monthly Rent Payment,-47.14302001582259,DEBIT,Rent
2023-05-20,Other expense,-202.70955575176066,DEBIT,Other
2023-05-21,Dining expense,-271.35870751486283,DEBIT,Dining
2023-05-22,Monthly Rent Payment,-161.61061666039188,DEBIT,Rent
2023-05-23,Shopping expense,-387.77465901394015,DEBIT,Shopping
2023-05-24,Other expense,-227.15380758269458,DEBIT,Other
2023-05-25,Entertainment expense,-111.10451052165784,DEBIT,Entertainment
2023-05-26,Salary from Company B,5999.7670293345145,CREDIT,Salary
2023-05-27,Investment in Mutual Funds,-988.1071777682796,DEBIT,Investment
2023-05-28,Dining expense,-313.736688301141,DEBIT,Dining
2023-05-29,Monthly Rent Payment,-418.4266003903024,DEBIT,Rent
2023-05-30,Entertainment expense,-263.35449034363506,DEBIT,Entertainment
2023-05-31,Shopping expense,-326.7065208944662,DEBIT,Shopping
2023-06-01,Utilities expense,-178.2402051659582,DEBIT,Utilities
2023-06-02,Transportation expense,-19.42789986135704,DEBIT,Transportation
2023-06-03,Shopping expense,-436.42041012297364,DEBIT,Shopping
2023-06-04,Purchase at Walmart,-34.78278051230291,DEBIT,Groceries
2023-06-05,Shopping expense,-235.18635698746536,DEBIT,Shopping
2023-06-06,Dining expense,-148.8671300169979,DEBIT,Dining
2023-06-07,Purchase at Walmart,-352.1830740799555,DEBIT,Groceries
2023-06-08,Shopping expense,-444.84574313395325,DEBIT,Shopping
2023-06-09,Dining expense,-146.94842791346167,DEBIT,Dining
2023-06-10,Utilities expense,-25.86537980078581,DEBIT,Utilities
2023-06-11,Monthly Rent Payment,-445.5929127542738,DEBIT,Rent
2023-06-12,Entertainment expense,-196.77001042377088,DEBIT,Entertainment
2023-06-13,Salary from Company A,2473.725081391393,CREDIT,Salary
2023-06-14,Monthly Rent Payment,-247.67267564104063,DEBIT,Rent
2023-06-15,Purchase at Kroger,-266.69103446782185,DEBIT,Groceries
2023-06-16,Other expense,-491.4691793292879,DEBIT,Other
2023-06-17,Other expense,-180.21339347336317,DEBIT,Other
2023-06-18,Monthly Rent Payment,-447.1898404179641,DEBIT,Rent
2023-06-19,Purchase at Trader Joe,-498.6971482129392,DEBIT,Groceries
2023-06-20,Entertainment expense,-359.18166350509057,DEBIT,Entertainment
2023-06-21,Utilities expense,-173.3601483138165,DEBIT,Utilities
2023-06-22,Dining expense,-313.6535226130614,DEBIT,Dining
2023-06-23,Dining expense,-113.55092877658626,DEBIT,Dining
2023-06-24,Investment in Stocks,-193.59067774799385,DEBIT,Investment
2023-06-25,Salary from Company B,6434.258271504304,CREDIT,Salary
2023-06-26,Shopping expense,-157.48457085526013,DEBIT,Shopping
2023-06-27,Transportation expense,-335.25674441697987,DEBIT,Transportation
2023-06-28,Utilities expense,-28.877584916071026,DEBIT,Utilities
2023-06-29,Other expense,-282.15767224928277,DEBIT,Other
2023-06-30,Other expense,-104.0779148503422,DEBIT,Other
2023-07-01,Transportation expense,-396.14642275501484,DEBIT,Transportation
2023-07-02,Shopping expense,-417.2029076392915,DEBIT,Shopping
2023-07-03,Dining expense,-227.12822051246766,DEBIT,Dining
2023-07-04,Utilities expense,-490.7974117847372,DEBIT,Utilities
2023-07-05,Shopping expense,-472.22482559744327,DEBIT,Shopping
2023-07-06,Entertainment expense,-401.5794532468529,DEBIT,Entertainment
2023-07-07,Transportation expense,-40.27592344038072,DEBIT,Transportation
2023-07-08,Dining expense,-106.46005529656539,DEBIT,Dining
2023-07-09,Salary from Company B,2579.5914084220917,CREDIT,Salary
2023-07-10,Entertainment expense,-294.8030347035374,DEBIT,Entertainment
2023-07-11,Purchase at Kroger,-386.93599096811363,DEBIT,Groceries
2023-07-12,Dining expense,-88.72927326043293,DEBIT,Dining
2023-07-13,Shopping expense,-407.84314470714065,DEBIT,Shopping
2023-07-14,Utilities expense,-378.8448430598583,DEBIT,Utilities
2023-07-15,Salary from Company C,7796.31889376585,CREDIT,Salary
2023-07-16,Transportation expense,-407.60228143139886,DEBIT,Transportation
2023-07-17,Purchase at Whole Foods,-275.17991811149057,DEBIT,Groceries
2023-07-18,Other expense,-146.65564658082587,DEBIT,Other
2023-07-19,Salary from Company C,3226.5966827216225,CREDIT,Salary
2023-07-20,Investment in Stocks,-399.3782873744126,DEBIT,Investment
2023-07-21,Utilities expense,-217.59330730075874,DEBIT,Utilities
2023-07-22,Shopping expense,-479.84570671144206,DEBIT,Shopping
2023-07-23,Salary from Company C,7954.02170737566,CREDIT,Salary
2023-07-24,Salary from Company A,6821.147250731866,CREDIT,Salary
2023-07-25,Monthly Rent Payment,-363.1971024728244,DEBIT,Rent
2023-07-26,Utilities expense,-397.474462947445,DEBIT,Utilities
2023-07-27,Shopping expense,-374.13852565296594,DEBIT,Shopping
2023-07-28,Investment in Stocks,-510.9164845428705,DEBIT,Investment
2023-07-29,Investment in Bonds,-568.566431978725,DEBIT,Investment
2023-07-30,Entertainment expense,-248.79206493348897,DEBIT,Entertainment
2023-07-31,Investment in Stocks,-373.6959554209723,DEBIT,Investment
2023-08-01,Shopping expense,-221.99873231638574,DEBIT,Shopping
2023-08-02,Transportation expense,-418.315953387885,DEBIT,Transportation
2023-08-03,Investment in Stocks,-828.3798803529706,DEBIT,Investment
2023-08-04,Utilities expense,-326.58370932784896,DEBIT,Utilities
2023-08-05,Other expense,-139.1929294894729,DEBIT,Other
2023-08-06,Dining expense,-21.198313119953273,DEBIT,Dining
2023-08-07,Other expense,-134.10865124404506,DEBIT,Other
2023-08-08,Shopping expense,-230.9357315421884,DEBIT,Shopping
2023-08-09,Purchase at Whole Foods,-411.2584612376534,DEBIT,Groceries
2023-08-10,Utilities expense,-82.58855184609126,DEBIT,Utilities
2023-08-11,Salary from Company A,6617.3306440297365,CREDIT,Salary
2023-08-12,Dining expense,-331.8851869340658,DEBIT,Dining
2023-08-13,Other expense,-84.17777364739074,DEBIT,Other
2023-08-14,Salary from Company A,7622.199523677512,CREDIT,Salary
2023-08-15,Monthly Rent Payment,-275.16235737220404,DEBIT,Rent
2023-08-16,Transportation expense,-139.1692272931801,DEBIT,Transportation
2023-08-17,Purchase at Whole Foods,-337.12526585296433,DEBIT,Groceries
2023-08-18,Purchase at Trader Joe,-452.85271651289145,DEBIT,Groceries
2023-08-19,Monthly Rent Payment,-367.7866671632481,DEBIT,Rent
2023-08-20,Investment in Bonds,-940.8423560533355,DEBIT,Investment
2023-08-21,Shopping expense,-238.44578558707568,DEBIT,Shopping
2023-08-22,Transportation expense,-121.28464424092776,DEBIT,Transportation
2023-08-23,Entertainment expense,-438.443369075976,DEBIT,Entertainment
2023-08-24,Monthly Rent Payment,-207.3328367147487,DEBIT,Rent
2023-08-25,Transportation expense,-86.34639100509945,DEBIT,Transportation
2023-08-26,Utilities expense,-241.8083338446943,DEBIT,Utilities
2023-08-27,Purchase at Trader Joe,-312.6482329664265,DEBIT,Groceries
2023-08-28,Purchase at Kroger,-410.43646959460716,DEBIT,Groceries
2023-08-29,Dining expense,-145.50529208825114,DEBIT,Dining
2023-08-30,Shopping expense,-248.8674116059474,DEBIT,Shopping
2023-08-31,Monthly Rent Payment,-150.9165611445369,DEBIT,Rent
2023-09-01,Entertainment expense,-474.7169232955209,DEBIT,Entertainment
2023-09-02,Utilities expense,-302.1746038158986,DEBIT,Utilities
2023-09-03,Transportation expense,-148.51550156405906,DEBIT,Transportation
2023-09-04,Monthly Rent Payment,-355.1497288788874,DEBIT,Rent
2023-09-05,Monthly Rent Payment,-479.9628864766249,DEBIT,Rent
2023-09-06,Transportation expense,-435.0366886916787,DEBIT,Transportation
2023-09-07,Transportation expense,-111.24190745228982,DEBIT,Transportation
2023-09-08,Investment in Bonds,-706.3974596087178,DEBIT,Investment
2023-09-09,Salary from Company B,7880.282709736762,CREDIT,Salary
2023-09-10,Shopping expense,-142.4211576115254,DEBIT,Shopping
2023-09-11,Entertainment expense,-312.51312392649464,DEBIT,Entertainment
2023-09-12,Purchase at Trader Joe,-442.75424311814976,DEBIT,Groceries
2023-09-13,Purchase at Walmart,-145.95365589084213,DEBIT,Groceries
2023-09-14,Transportation expense,-180.29839754642333,DEBIT,Transportation
2023-09-15,Salary from Company A,4379.059035953351,CREDIT,Salary
2023-09-16,Salary from Company C,2797.236439345257,CREDIT,Salary
2023-09-17,Investment in Stocks,-171.2034560038748,DEBIT,Investment
2023-09-18,Monthly Rent Payment,-347.7685407635201,DEBIT,Rent
2023-09-19,Utilities expense,-466.63042328376736,DEBIT,Utilities
2023-09-20,Entertainment expense,-354.23944322658986,DEBIT,Entertainment
2023-09-21,Return from Mutual Funds,612.7431541875122,CREDIT,Investment
2023-09-22,Monthly Rent Payment,-175.58649844977649,DEBIT,Rent
2023-09-23,Dining expense,-89.68146273815594,DEBIT,Dining
2023-09-24,Other expense,-85.85759238477998,DEBIT,Other
2023-09-25,Return from Stocks,223.8095336944438,CREDIT,Investment
2023-09-26,Shopping expense,-33.49707698995659,DEBIT,Shopping
2023-09-27,Salary from Company C,7113.327983534296,CREDIT,Salary
2023-09-28,Transportation expense,-293.73977259419786,DEBIT,Transportation
2023-09-29,Return from Mutual Funds,941.4031036644351,CREDIT,Investment
2023-09-30,Shopping expense,-432.03840564716876,DEBIT,Shopping
2023-10-01,Shopping expense,-438.4441381740686,DEBIT,Shopping
2023-10-02,Entertainment expense,-431.73277238877137,DEBIT,Entertainment
2023-10-03,Monthly Rent Payment,-307.9175858671375,DEBIT,Rent
2023-10-04,Other expense,-105.16003185706298,DEBIT,Other
2023-10-05,Other expense,-150.20683762951842,DEBIT,Other
2023-10-06,Transportation expense,-148.134863150325,DEBIT,Transportation
2023-10-07,Salary from Company A,2681.835096669656,CREDIT,Salary
2023-10-08,Return from Mutual Funds,412.99508324048776,CREDIT,Investment
2023-10-09,Transportation expense,-131.694179104226,DEBIT,Transportation
2023-10-10,Other expense,-434.3815278041976,DEBIT,Other
2023-10-11,Entertainment expense,-338.3920077613846,DEBIT,Entertainment
2023-10-12,Investment in Stocks,-230.3586979959844,DEBIT,Investment
2023-10-13,Salary from Company C,6071.5170090017145,CREDIT,Salary
2023-10-14,Entertainment expense,-481.64930140296997,DEBIT,Entertainment
2023-10-15,Transportation expense,-222.80724858245398,DEBIT,Transportation
2023-10-16,Utilities expense,-402.01177175441023,DEBIT,Utilities
2023-10-17,Entertainment expense,-139.75612281316026,DEBIT,Entertainment
2023-10-18,Transportation expense,-410.59532601426423,DEBIT,Transportation
2023-10-19,Monthly Rent Payment,-251.5633077607792,DEBIT,Rent
2023-10-20,Shopping expense,-490.4563848185331,DEBIT,Shopping
2023-10-21,Dining expense,-369.63344443182683,DEBIT,Dining
2023-10-22,Investment in Stocks,-584.9556947849769,DEBIT,Investment
2023-10-23,Other expense,-139.21837701382208,DEBIT,Other
2023-10-24,Shopping expense,-101.36914535966986,DEBIT,Shopping
2023-10-25,Dining expense,-488.28515796590915,DEBIT,Dining
2023-10-26,Salary from Company C,7947.165669574078,CREDIT,Salary
2023-10-27,Salary from Company C,3603.830482398023,CREDIT,Salary
2023-10-28,Dining expense,-80.5888337154493,DEBIT,Dining
2023-10-29,Utilities expense,-156.2253186269482,DEBIT,Utilities
2023-10-30,Utilities expense,-20.557968601939912,DEBIT,Utilities
2023-10-31,Monthly Rent Payment,-389.72878143630373,DEBIT,Rent
2023-11-01,Monthly Rent Payment,-236.44114770374577,DEBIT,Rent
2023-11-02,Dining expense,-233.59860269628436,DEBIT,Dining
2023-11-03,Shopping expense,-236.7743267563206,DEBIT,Shopping
2023-11-04,Shopping expense,-187.69449804830126,DEBIT,Shopping
2023-11-05,Investment in Bonds,-885.7706646265707,DEBIT,Investment
2023-11-06,Salary from Company B,6072.27970726382,CREDIT,Salary
2023-11-07,Other expense,-63.63750555074163,DEBIT,Other
2023-11-08,Purchase at Walmart,-320.7425318068265,DEBIT,Groceries
2023-11-09,Purchase at Whole Foods,-194.5214069544655,DEBIT,Groceries
2023-11-10,Monthly Rent Payment,-386.0953861378656,DEBIT,Rent
2023-11-11,Shopping expense,-421.0201237998046,DEBIT,Shopping
2023-11-12,Transportation expense,-50.60735501371596,DEBIT,Transportation
2023-11-13,Salary from Company C,5175.718096129462,CREDIT,Salary
2023-11-14,Entertainment expense,-174.40484013369783,DEBIT,Entertainment
2023-11-15,Entertainment expense,-357.4515980813244,DEBIT,Entertainment
2023-11-16,Shopping expense,-318.6678321357243,DEBIT,Shopping
2023-11-17,Other expense,-494.050326334554,DEBIT,Other
2023-11-18,Shopping expense,-487.85531204687203,DEBIT,Shopping
2023-11-19,Other expense,-344.9867242604565,DEBIT,Other
2023-11-20,Dining expense,-59.4879779219857,DEBIT,Dining
2023-11-21,Monthly Rent Payment,-470.2928932433321,DEBIT,Rent
2023-11-22,Salary from Company C,3820.630729339251,CREDIT,Salary
2023-11-23,Utilities expense,-224.066432732976,DEBIT,Utilities
2023-11-24,Dining expense,-486.5614316375688,DEBIT,Dining
2023-11-25,Shopping expense,-201.25737769011542,DEBIT,Shopping
2023-11-26,Entertainment expense,-56.08619496496499,DEBIT,Entertainment
2023-11-27,Entertainment expense,-233.15836330049964,DEBIT,Entertainment
2023-11-28,Entertainment expense,-435.1566694515927,DEBIT,Entertainment
2023-11-29,Purchase at Whole Foods,-74.67137606299178,DEBIT,Groceries
2023-11-30,Purchase at Trader Joe,-98.68739677751306,DEBIT,Groceries
2023-12-01,Entertainment expense,-92.782641039271,DEBIT,Entertainment
2023-12-02,Utilities expense,-123.74203899873095,DEBIT,Utilities
2023-12-03,Salary from Company C,3954.389515788923,CREDIT,Salary
2023-12-04,Dining expense,-39.76432231808002,DEBIT,Dining
2023-12-05,Utilities expense,-148.68035820093053,DEBIT,Utilities
2023-12-06,Transportation expense,-123.48083664838985,DEBIT,Transportation
2023-12-07,Transportation expense,-457.84241806588346,DEBIT,Transportation
2023-12-08,Entertainment expense,-214.1486124275397,DEBIT,Entertainment
2023-12-09,Salary from Company B,7485.0427890106685,CREDIT,Salary
2023-12-10,Monthly Rent Payment,-164.78908730482107,DEBIT,Rent
2023-12-11,Purchase at Kroger,-200.5679088013851,DEBIT,Groceries
2023-12-12,Other expense,-424.04094516194743,DEBIT,Other
2023-12-13,Transportation expense,-170.27940988012742,DEBIT,Transportation
2023-12-14,Transportation expense,-168.54138233052046,DEBIT,Transportation
2023-12-15,Purchase at Kroger,-383.8781238963633,DEBIT,Groceries
2023-12-16,Utilities expense,-352.7214260321825,DEBIT,Utilities
2023-12-17,Shopping expense,-36.99478721535776,DEBIT,Shopping
2023-12-18,Salary from Company B,6109.021866343306,CREDIT,Salary
2023-12-19,Utilities expense,-135.15773369929434,DEBIT,Utilities
2023-12-20,Salary from Company C,5491.344571682859,CREDIT,Salary
2023-12-21,Investment in Stocks,-563.9837928909064,DEBIT,Investment
2023-12-22,Dining expense,-244.14695147204145,DEBIT,Dining
2023-12-23,Utilities expense,-400.29086351760196,DEBIT,Utilities
2023-12-24,Dining expense,-393.7497875106344,DEBIT,Dining
2023-12-25,Monthly Rent Payment,-437.6278562039217,DEBIT,Rent
2023-12-26,Utilities expense,-110.27728227873935,DEBIT,Utilities
2023-12-27,Other expense,-298.8392336295238,DEBIT,Other
2023-12-28,Transportation expense,-458.91459371362197,DEBIT,Transportation
2023-12-29,Shopping expense,-153.84588497429468,DEBIT,Shopping
2023-12-30,Dining expense,-174.28300698781027,DEBIT,Dining
2023-12-31,Monthly Rent Payment,-438.4175662470207,DEBIT,Rent
2023-01-01,Entertainment expense,-467.3954875302286,DEBIT,Entertainment
2023-01-02,Purchase at Walmart,-22.586203544072184,DEBIT,Groceries
2023-01-03,Monthly Rent Payment,-252.56402185762298,DEBIT,Rent
2023-01-04,Purchase at Kroger,-233.7485753502738,DEBIT,Groceries
2023-01-05,Other expense,-147.67367351366528,DEBIT,Other
2023-01-06,Salary from Company C,2481.698408547598,CREDIT,Salary
2023-01-07,Transportation expense,-131.42064930785523,DEBIT,Transportation
2023-01-08,Other expense,-234.6382883281516,DEBIT,Other
2023-01-09,Purchase at Trader Joe,-35.120945640924894,DEBIT,Groceries
2023-01-10,Dining expense,-275.43743579210195,DEBIT,Dining
2023-01-11,Salary from Company B,7044.2111683976445,CREDIT,Salary
2023-01-12,Utilities expense,-311.9482650828449,DEBIT,Utilities
2023-01-13,Entertainment expense,-367.43265151766565,DEBIT,Entertainment
2023-01-14,Shopping expense,-235.3343925311874,DEBIT,Shopping
2023-01-15,Utilities expense,-99.23560997139212,DEBIT,Utilities
2023-01-16,Salary from Company B,3882.2571799024136,CREDIT,Salary
2023-01-17,Transportation expense,-388.8007462039026,DEBIT,Transportation
2023-01-18,Salary from Company C,2550.479284756726,CREDIT,Salary
2023-01-19,Shopping expense,-151.58237534883907,DEBIT,Shopping
2023-01-20,Entertainment expense,-149.33671079322684,DEBIT,Entertainment
2023-01-21,Salary from Company A,4764.887749091253,CREDIT,Salary
2023-01-22,Purchase at Whole Foods,-312.9927830793841,DEBIT,Groceries
2023-01-23,Other expense,-437.72398392442216,DEBIT,Other
2023-01-24,Other expense,-38.180752791434706,DEBIT,Other
2023-01-25,Dining expense,-72.03697075774048,DEBIT,Dining
2023-01-26,Salary from Company B,6213.629190975726,CREDIT,Salary
2023-01-27,Entertainment expense,-150.88568176286944,DEBIT,Entertainment
2023-01-28,Monthly Rent Payment,-467.76514792700743,DEBIT,Rent
2023-01-29,Salary from Company B,3421.596699820453,CREDIT,Salary
2023-01-30,Investment in Mutual Funds,-580.0074472331289,DEBIT,Investment
2023-01-31,Shopping expense,-138.70129632586819,DEBIT,Shopping
2023-02-01,Entertainment expense,-99.03527226503287,DEBIT,Entertainment
2023-02-02,Dining expense,-29.154294298039638,DEBIT,Dining
2023-02-03,Investment in Mutual Funds,-162.23709287357948,DEBIT,Investment
2023-02-04,Salary from Company A,6927.041008781613,CREDIT,Salary
2023-02-05,Investment in Stocks,-681.26831214661,DEBIT,Investment
2023-02-06,Monthly Rent Payment,-14.25897654377351,DEBIT,Rent
2023-02-07,Purchase at Whole Foods,-203.20205110731436,DEBIT,Groceries
2023-02-08,Other expense,-398.0193360472286,DEBIT,Other
2023-02-09,Utilities expense,-181.42380802669643,DEBIT,Utilities
2023-02-10,Dining expense,-123.60103636212642,DEBIT,Dining
2023-02-11,Transportation expense,-19.54947183966869,DEBIT,Transportation
2023-02-12,Shopping expense,-54.62911083805914,DEBIT,Shopping
2023-02-13,Dining expense,-349.9626529589416,DEBIT,Dining
2023-02-14,Other expense,-427.3845708463166,DEBIT,Other
2023-02-15,Dining expense,-311.4477201721512,DEBIT,Dining
2023-02-16,Other expense,-119.75852586787158,DEBIT,Other
2023-02-17,Entertainment expense,-179.5500699321922,DEBIT,Entertainment
2023-02-18,Entertainment expense,-124.71752986359523,DEBIT,Entertainment
2023-02-19,Transportation expense,-311.40719105292567,DEBIT,Transportation
2023-02-20,Utilities expense,-67.57789088525709,DEBIT,Utilities
2023-02-21,Return from Stocks,390.87851042325616,CREDIT,Investment
2023-02-22,Utilities expense,-58.46595572651668,DEBIT,Utilities
2023-02-23,Utilities expense,-435.9250087230756,DEBIT,Utilities
2023-02-24,Salary from Company A,3591.866972501653,CREDIT,Salary
2023-02-25,Monthly Rent Payment,-401.622523048411,DEBIT,Rent
2023-02-26,Utilities expense,-89.66432805136289,DEBIT,Utilities
2023-02-27,Utilities expense,-52.53080321165369,DEBIT,Utilities
2023-02-28,Salary from Company B,5185.069418012962,CREDIT,Salary
2023-03-01,Monthly Rent Payment,-451.8897597798699,DEBIT,Rent
2023-03-02,Utilities expense,-57.664530315800434,DEBIT,Utilities
2023-03-03,Dining expense,-55.97815738492695,DEBIT,Dining
2023-03-04,Transportation expense,-403.0623992170184,DEBIT,Transportation
2023-03-05,Purchase at Kroger,-175.42240926487116,DEBIT,Groceries
2023-03-06,Transportation expense,-189.07098214733773,DEBIT,Transportation
2023-03-07,Dining expense,-132.6356114682584,DEBIT,Dining
2023-03-08,Return from Stocks,619.548204458996,CREDIT,Investment
2023-03-09,Transportation expense,-17.576552325528898,DEBIT,Transportation
2023-03-10,Utilities expense,-342.81008209789434,DEBIT,Utilities
2023-03-11,Purchase at Trader Joe,-33.28172012538499,DEBIT,Groceries
2023-03-12,Monthly Rent Payment,-417.7867945451611,DEBIT,Rent
2023-03-13,Investment in Stocks,-489.11697840122616,DEBIT,Investment
2023-03-14,Transportation expense,-202.68270119754285,DEBIT,Transportation
2023-03-15,Salary from Company C,6580.795401095524,CREDIT,Salary
2023-03-16,Entertainment expense,-287.6209767829717,DEBIT,Entertainment
2023-03-17,Other expense,-112.7168969287854,DEBIT,Other
2023-03-18,Transportation expense,-26.4507584242481,DEBIT,Transportation
2023-03-19,Purchase at Whole Foods,-179.20230583662598,DEBIT,Groceries
2023-03-20,Other expense,-309.8357457114873,DEBIT,Other
2023-03-21,Purchase at Trader Joe,-383.05862670173985,DEBIT,Groceries
2023-03-22,Transportation expense,-483.6549638883653,DEBIT,Transportation
2023-03-23,Purchase at Trader Joe,-89.27015027032348,DEBIT,Groceries
2023-03-24,Return from Stocks,769.381703467185,CREDIT,Investment
2023-03-25,Dining expense,-282.76183179634614,DEBIT,Dining
2023-03-26,Shopping expense,-118.6416820731152,DEBIT,Shopping
2023-03-27,Transportation expense,-491.2891286571837,DEBIT,Transportation
2023-03-28,Other expense,-138.00028133633256,DEBIT,Other
2023-03-29,Monthly Rent Payment,-481.3116044342385,DEBIT,Rent
2023-03-30,Utilities expense,-137.87830276197957,DEBIT,Utilities
2023-03-31,Salary from Company B,3740.830828184531,CREDIT,Salary
2023-04-01,Other expense,-381.1145203412496,DEBIT,Other
2023-04-02,Purchase at Kroger,-234.4449897263524,DEBIT,Groceries
2023-04-03,Monthly Rent Payment,-426.8054580939886,DEBIT,Rent
2023-04-04,Entertainment expense,-464.2577651500493,DEBIT,Entertainment
2023-04-05,Monthly Rent Payment,-348.076039757983,DEBIT,Rent
2023-04-06,Entertainment expense,-314.18713964597947,DEBIT,Entertainment
2023-04-07,Other expense,-385.10242603631417,DEBIT,Other
2023-04-08,Purchase at Trader Joe,-425.47973106378055,DEBIT,Groceries
2023-04-09,Utilities expense,-489.04397287677415,DEBIT,Utilities
2023-04-10,Purchase at Walmart,-425.73365696891966,DEBIT,Groceries
2023-04-11,Purchase at Walmart,-290.1955695948982,DEBIT,Groceries
2023-04-12,Shopping expense,-61.30335433329548,DEBIT,Shopping
2023-04-13,Dining expense,-332.3421901283626,DEBIT,Dining
2023-04-14,Transportation expense,-109.28752567656574,DEBIT,Transportation
2023-04-15,Transportation expense,-364.150137271211,DEBIT,Transportation
2023-04-16,Salary from Company B,3624.2042155287863,CREDIT,Salary
2023-04-17,Dining expense,-25.749825576093897,DEBIT,Dining
2023-04-18,Investment in Bonds,-317.1107789206181,DEBIT,Investment
2023-04-19,Shopping expense,-420.0306138277325,DEBIT,Shopping
2023-04-20,Shopping expense,-273.8738032519934,DEBIT,Shopping
2023-04-21,Salary from Company B,6250.513366525608,CREDIT,Salary
2023-04-22,Utilities expense,-34.02930698546104,DEBIT,Utilities
2023-04-23,Shopping expense,-343.89098528392793,DEBIT,Shopping
2023-04-24,Purchase at Walmart,-300.8464885247706,DEBIT,Groceries
2023-04-25,Entertainment expense,-365.5011513863784,DEBIT,Entertainment
2023-04-26,Dining expense,-161.3693875469137,DEBIT,Dining
2023-04-27,Monthly Rent Payment,-411.522244066338,DEBIT,Rent
2023-04-28,Salary from Company C,6809.805293962422,CREDIT,Salary
2023-04-29,Salary from Company A,2981.2612061686245,CREDIT,Salary
2023-04-30,Shopping expense,-313.9555680148924,DEBIT,Shopping
2023-05-01,Utilities expense,-269.4145745746552,DEBIT,Utilities
2023-05-02,Monthly Rent Payment,-155.01157138047046,DEBIT,Rent
2023-05-03,Entertainment expense,-207.091477898542,DEBIT,Entertainment
2023-05-04,Salary from Company C,4801.100592619092,CREDIT,Salary
2023-05-05,Investment in Bonds,-930.1805515378082,DEBIT,Investment
2023-05-06,Utilities expense,-280.4463712098171,DEBIT,Utilities
2023-05-07,Investment in Stocks,-429.9133915569935,DEBIT,Investment
2023-05-08,Utilities expense,-143.51643364234897,DEBIT,Utilities
2023-05-09,Utilities expense,-467.87784132248066,DEBIT,Utilities
