date,description,amount,type,true_category,month,day_of_week,is_weekend,amount_category
2023-08-07,entertainment expense,-268.8299175242844,DEBIT,Entertainment,8,0,0,large
2023-08-08,monthly rent payment,-66.63942693721523,DEBIT,Rent,8,1,0,medium
2023-08-09,entertainment expense,-422.6488177817896,DEBIT,Entertainment,8,2,0,large
2023-08-10,other expense,-29.54881547446895,DEBIT,Other,8,3,0,small
2023-08-11,transportation expense,-383.7237191532552,DEBIT,Transportation,8,4,0,large
2023-08-12,monthly rent payment,-104.24606823411868,DEBIT,Rent,8,5,1,medium
2023-08-13,entertainment expense,-287.07136735791363,DEBIT,Entertainment,8,6,1,large
2023-08-14,return from mutual funds,664.5491275089763,CREDIT,Investment,8,0,0,large
2023-08-15,investment in stocks,-631.2849316652147,DEBIT,Investment,8,1,0,large
2023-08-16,dining expense,-281.9644945264529,DEBIT,Dining,8,2,0,large
2023-08-17,other expense,-276.72884768771564,DEBIT,Other,8,3,0,large
2023-08-18,salary from company a,2138.530043554041,CREDIT,Salary,8,4,0,very_large
2023-08-19,transportation expense,-262.56668143774283,DEBIT,Transportation,8,5,1,large
2023-08-20,purchase at kroger,-118.50428521832589,DEBIT,Groceries,8,6,1,medium
2023-08-21,salary from company c,7210.674149407379,CREDIT,Salary,8,0,0,very_large
2023-08-22,other expense,-332.0325496344347,DEBIT,Other,8,1,0,large
2023-08-23,purchase at kroger,-162.5028114469947,DEBIT,Groceries,8,2,0,medium
2023-08-24,transportation expense,-428.30483923370946,DEBIT,Transportation,8,3,0,large
2023-08-25,entertainment expense,-496.7722015857859,DEBIT,Entertainment,8,4,0,large
2023-08-26,utilities expense,-189.83133631313208,DEBIT,Utilities,8,5,1,medium
2023-08-27,dining expense,-74.11287255245888,DEBIT,Dining,8,6,1,medium
2023-08-28,salary from company c,2409.080324628786,CREDIT,Salary,8,0,0,very_large
2023-08-29,entertainment expense,-489.45177973023453,DEBIT,Entertainment,8,1,0,large
2023-08-30,other expense,-349.8667653498125,DEBIT,Other,8,2,0,large
2023-08-31,return from stocks,603.6944826663287,CREDIT,Investment,8,3,0,large
2023-09-01,salary from company b,6575.77477355927,CREDIT,Salary,9,4,0,very_large
2023-09-02,utilities expense,-444.6840693762329,DEBIT,Utilities,9,5,1,large
2023-09-03,utilities expense,-120.82957604025049,DEBIT,Utilities,9,6,1,medium
2023-09-04,monthly rent payment,-156.43446429519304,DEBIT,Rent,9,0,0,medium
2023-09-05,investment in bonds,-735.3141081064298,DEBIT,Investment,9,1,0,large
2023-09-06,monthly rent payment,-261.22173514315966,DEBIT,Rent,9,2,0,large
2023-09-07,utilities expense,-269.9404947434114,DEBIT,Utilities,9,3,0,large
2023-09-08,purchase at trader joe,-404.46459718769984,DEBIT,Groceries,9,4,0,large
2023-09-09,shopping expense,-324.9642872752855,DEBIT,Shopping,9,5,1,large
2023-09-10,transportation expense,-242.8547856357271,DEBIT,Transportation,9,6,1,large
2023-09-11,salary from company a,2668.471237241597,CREDIT,Salary,9,0,0,very_large
2023-09-12,return from bonds,147.949974791869,CREDIT,Investment,9,1,0,medium
2023-09-13,transportation expense,-366.81258872615774,DEBIT,Transportation,9,2,0,large
2023-09-14,entertainment expense,-83.047549122418,DEBIT,Entertainment,9,3,0,medium
2023-09-15,transportation expense,-481.45011563234726,DEBIT,Transportation,9,4,0,large
2023-09-16,other expense,-41.98628315335795,DEBIT,Other,9,5,1,small
2023-09-17,salary from company a,2052.0925541825836,CREDIT,Salary,9,6,1,very_large
2023-09-18,investment in mutual funds,-520.4686011310009,DEBIT,Investment,9,0,0,large
2023-09-19,transportation expense,-233.86936089515058,DEBIT,Transportation,9,1,0,large
2023-09-20,other expense,-414.0716267689574,DEBIT,Other,9,2,0,large
2023-09-21,other expense,-299.614369277788,DEBIT,Other,9,3,0,large
2023-09-22,shopping expense,-291.0150862849966,DEBIT,Shopping,9,4,0,large
2023-09-23,entertainment expense,-476.93082279761813,DEBIT,Entertainment,9,5,1,large
2023-09-24,shopping expense,-232.71123636651794,DEBIT,Shopping,9,6,1,large
2023-09-25,other expense,-194.2626292582159,DEBIT,Other,9,0,0,medium
2023-09-26,utilities expense,-449.8919949449188,DEBIT,Utilities,9,1,0,large
2023-09-27,shopping expense,-44.232164059372444,DEBIT,Shopping,9,2,0,small
2023-09-28,transportation expense,-370.1454035834684,DEBIT,Transportation,9,3,0,large
2023-09-29,utilities expense,-111.16776982467199,DEBIT,Utilities,9,4,0,medium
2023-09-30,entertainment expense,-334.4535425014248,DEBIT,Entertainment,9,5,1,large
2023-10-01,monthly rent payment,-205.52689759583922,DEBIT,Rent,10,6,1,large
2023-10-02,investment in bonds,-332.8379316257684,DEBIT,Investment,10,0,0,large
2023-10-03,other expense,-374.7761115762533,DEBIT,Other,10,1,0,large
2023-10-04,entertainment expense,-132.40214795847058,DEBIT,Entertainment,10,2,0,medium
2023-10-05,other expense,-444.72454917504564,DEBIT,Other,10,3,0,large
2023-10-06,purchase at kroger,-372.0341343561115,DEBIT,Groceries,10,4,0,large
2023-10-07,monthly rent payment,-148.54777304732215,DEBIT,Rent,10,5,1,medium
2023-10-08,other expense,-262.1286830827702,DEBIT,Other,10,6,1,large
2023-10-09,dining expense,-462.21096444075886,DEBIT,Dining,10,0,0,large
2023-10-10,shopping expense,-115.03512303413686,DEBIT,Shopping,10,1,0,medium
2023-10-11,utilities expense,-442.24915125308655,DEBIT,Utilities,10,2,0,large
2023-10-12,dining expense,-196.93285611130162,DEBIT,Dining,10,3,0,medium
2023-10-13,transportation expense,-291.6505059813098,DEBIT,Transportation,10,4,0,large
2023-10-14,utilities expense,-92.323743301691,DEBIT,Utilities,10,5,1,medium
2023-10-15,utilities expense,-470.3046261176899,DEBIT,Utilities,10,6,1,large
2023-10-16,transportation expense,-339.1195876925485,DEBIT,Transportation,10,0,0,large
2023-10-17,salary from company c,5126.400443779219,CREDIT,Salary,10,1,0,very_large
2023-10-18,utilities expense,-174.1721739714618,DEBIT,Utilities,10,2,0,medium
2023-10-19,dining expense,-329.56558824501,DEBIT,Dining,10,3,0,large
2023-10-20,transportation expense,-153.22632831426967,DEBIT,Transportation,10,4,0,medium
2023-10-21,monthly rent payment,-410.27992249611947,DEBIT,Rent,10,5,1,large
2023-10-22,utilities expense,-213.29599984289274,DEBIT,Utilities,10,6,1,large
2023-10-23,shopping expense,-350.9292904014723,DEBIT,Shopping,10,0,0,large
2023-10-24,shopping expense,-98.18172353114207,DEBIT,Shopping,10,1,0,medium
2023-10-25,entertainment expense,-483.75864153022417,DEBIT,Entertainment,10,2,0,large
2023-10-26,transportation expense,-279.0210209039735,DEBIT,Transportation,10,3,0,large
2023-10-27,entertainment expense,-342.4013744270339,DEBIT,Entertainment,10,4,0,large
2023-10-28,transportation expense,-98.25315478293724,DEBIT,Transportation,10,5,1,medium
2023-10-29,utilities expense,-277.0995525939028,DEBIT,Utilities,10,6,1,large
2023-10-30,shopping expense,-355.52988018925515,DEBIT,Shopping,10,0,0,large
2023-10-31,utilities expense,-268.34540141480306,DEBIT,Utilities,10,1,0,large
2023-11-01,transportation expense,-331.67887580911,DEBIT,Transportation,11,2,0,large
2023-11-02,return from mutual funds,650.1131692208626,CREDIT,Investment,11,3,0,large
2023-11-03,investment in stocks,-635.0486698575588,DEBIT,Investment,11,4,0,large
2023-11-04,monthly rent payment,-73.32454781265477,DEBIT,Rent,11,5,1,medium
2023-11-05,transportation expense,-470.94954964532735,DEBIT,Transportation,11,6,1,large
2023-11-06,salary from company b,6457.70349218821,CREDIT,Salary,11,0,0,very_large
2023-11-07,investment in mutual funds,-195.5993684515061,DEBIT,Investment,11,1,0,medium
2023-11-08,shopping expense,-444.2206048120332,DEBIT,Shopping,11,2,0,large
2023-11-09,purchase at kroger,-178.39186196227334,DEBIT,Groceries,11,3,0,medium
2023-11-10,dining expense,-217.79765360147533,DEBIT,Dining,11,4,0,large
2023-11-11,dining expense,-422.78806767630607,DEBIT,Dining,11,5,1,large
2023-11-12,transportation expense,-391.3176596891828,DEBIT,Transportation,11,6,1,large
2023-11-13,return from stocks,200.63535647204537,CREDIT,Investment,11,0,0,large
2023-11-14,shopping expense,-350.0101157698758,DEBIT,Shopping,11,1,0,large
2023-11-15,entertainment expense,-448.0025438690991,DEBIT,Entertainment,11,2,0,large
2023-11-16,investment in bonds,-198.53604014625165,DEBIT,Investment,11,3,0,medium
2023-11-17,purchase at whole foods,-301.2547601438361,DEBIT,Groceries,11,4,0,large
2023-11-18,investment in stocks,-309.3547226472732,DEBIT,Investment,11,5,1,large
2023-11-19,purchase at whole foods,-26.770940717685644,DEBIT,Groceries,11,6,1,small
2023-11-20,monthly rent payment,-106.0034960233742,DEBIT,Rent,11,0,0,medium
2023-11-21,salary from company b,3049.2362165299687,CREDIT,Salary,11,1,0,very_large
2023-11-22,transportation expense,-163.3674563839173,DEBIT,Transportation,11,2,0,medium
2023-11-23,shopping expense,-188.8835480245655,DEBIT,Shopping,11,3,0,medium
2023-11-24,shopping expense,-219.92181021047583,DEBIT,Shopping,11,4,0,large
2023-11-25,dining expense,-16.526810433099936,DEBIT,Dining,11,5,1,small
2023-11-26,utilities expense,-97.22412305173759,DEBIT,Utilities,11,6,1,medium
2023-11-27,monthly rent payment,-484.89554240881273,DEBIT,Rent,11,0,0,large
2023-11-28,salary from company b,2227.7160755886252,CREDIT,Salary,11,1,0,very_large
2023-11-29,entertainment expense,-438.3139728953735,DEBIT,Entertainment,11,2,0,large
2023-11-30,purchase at walmart,-260.6768875669478,DEBIT,Groceries,11,3,0,large
2023-12-01,entertainment expense,-447.81941065134,DEBIT,Entertainment,12,4,0,large
2023-12-02,shopping expense,-69.20114267881911,DEBIT,Shopping,12,5,1,medium
2023-12-03,purchase at whole foods,-150.1006147116448,DEBIT,Groceries,12,6,1,medium
2023-12-04,monthly rent payment,-277.94844738134844,DEBIT,Rent,12,0,0,large
2023-12-05,entertainment expense,-359.3163256531321,DEBIT,Entertainment,12,1,0,large
2023-12-06,transportation expense,-60.34622471507768,DEBIT,Transportation,12,2,0,medium
2023-12-07,salary from company b,7385.602277279678,CREDIT,Salary,12,3,0,very_large
2023-12-08,other expense,-375.2456906838259,DEBIT,Other,12,4,0,large
2023-12-09,other expense,-473.4060675333019,DEBIT,Other,12,5,1,large
2023-12-10,salary from company c,5302.376480091849,CREDIT,Salary,12,6,1,very_large
2023-12-11,other expense,-53.690975182492565,DEBIT,Other,12,0,0,medium
2023-12-12,shopping expense,-300.44453586568227,DEBIT,Shopping,12,1,0,large
2023-12-13,transportation expense,-44.87283164063393,DEBIT,Transportation,12,2,0,small
2023-12-14,purchase at trader joe,-312.3901706592194,DEBIT,Groceries,12,3,0,large
2023-12-15,purchase at walmart,-341.20564641459964,DEBIT,Groceries,12,4,0,large
2023-12-16,utilities expense,-156.36043182739485,DEBIT,Utilities,12,5,1,medium
2023-12-17,investment in bonds,-763.8837602339839,DEBIT,Investment,12,6,1,large
2023-12-18,other expense,-251.63720790286308,DEBIT,Other,12,0,0,large
2023-12-19,transportation expense,-159.8384087643682,DEBIT,Transportation,12,1,0,medium
2023-12-20,transportation expense,-62.63850179203186,DEBIT,Transportation,12,2,0,medium
2023-12-21,transportation expense,-179.05840198777236,DEBIT,Transportation,12,3,0,medium
2023-12-22,return from stocks,350.31748840763976,CREDIT,Investment,12,4,0,large
2023-12-23,dining expense,-410.78819481633326,DEBIT,Dining,12,5,1,large
2023-12-24,utilities expense,-466.37057138210355,DEBIT,Utilities,12,6,1,large
2023-12-25,transportation expense,-163.89315872366916,DEBIT,Transportation,12,0,0,medium
2023-12-26,other expense,-108.12053570225727,DEBIT,Other,12,1,0,medium
2023-12-27,salary from company b,7395.308487895771,CREDIT,Salary,12,2,0,very_large
2023-12-28,other expense,-49.584721539883844,DEBIT,Other,12,3,0,small
2023-12-29,other expense,-350.63565302713124,DEBIT,Other,12,4,0,large
2023-12-30,purchase at trader joe,-251.13136902215942,DEBIT,Groceries,12,5,1,large
2023-12-31,shopping expense,-182.80317227446918,DEBIT,Shopping,12,6,1,medium
2023-01-01,utilities expense,-478.1979319007165,DEBIT,Utilities,1,6,1,large
2023-01-02,salary from company b,6257.417880252206,CREDIT,Salary,1,0,0,very_large
2023-01-03,return from bonds,199.5489626993828,CREDIT,Investment,1,1,0,medium
2023-01-04,entertainment expense,-365.0357398420872,DEBIT,Entertainment,1,2,0,large
2023-01-05,monthly rent payment,-48.35841314064641,DEBIT,Rent,1,3,0,small
2023-01-06,dining expense,-109.08166293151518,DEBIT,Dining,1,4,0,medium
2023-01-07,purchase at trader joe,-93.20300596668865,DEBIT,Groceries,1,5,1,medium
2023-01-08,utilities expense,-455.97738187752446,DEBIT,Utilities,1,6,1,large
2023-01-09,investment in bonds,-646.226109545717,DEBIT,Investment,1,0,0,large
2023-01-10,monthly rent payment,-330.9037300264738,DEBIT,Rent,1,1,0,large
2023-01-11,return from stocks,100.54732875653148,CREDIT,Investment,1,2,0,medium
2023-01-12,investment in bonds,-482.3926239744988,DEBIT,Investment,1,3,0,large
2023-01-13,utilities expense,-403.6147766498768,DEBIT,Utilities,1,4,0,large
2023-01-14,purchase at trader joe,-491.5921368568337,DEBIT,Groceries,1,5,1,large
2023-01-15,investment in bonds,-543.7975895418683,DEBIT,Investment,1,6,1,large
2023-01-16,dining expense,-432.71558848591695,DEBIT,Dining,1,0,0,large
2023-01-17,salary from company a,4429.053311417592,CREDIT,Salary,1,1,0,very_large
2023-01-18,utilities expense,-16.274102046281502,DEBIT,Utilities,1,2,0,small
2023-01-19,transportation expense,-116.68592391602327,DEBIT,Transportation,1,3,0,medium
2023-01-20,dining expense,-154.90278393818784,DEBIT,Dining,1,4,0,medium
2023-01-21,shopping expense,-301.14747268620664,DEBIT,Shopping,1,5,1,large
2023-01-22,monthly rent payment,-251.944195819718,DEBIT,Rent,1,6,1,large
2023-01-23,purchase at kroger,-192.8932164482815,DEBIT,Groceries,1,0,0,medium
2023-01-24,monthly rent payment,-497.8833982728237,DEBIT,Rent,1,1,0,large
2023-01-25,shopping expense,-412.3969090170746,DEBIT,Shopping,1,2,0,large
2023-01-26,utilities expense,-248.82384428869824,DEBIT,Utilities,1,3,0,large
2023-01-27,other expense,-477.8822922229286,DEBIT,Other,1,4,0,large
2023-01-28,dining expense,-224.74105854460265,DEBIT,Dining,1,5,1,large
2023-01-29,entertainment expense,-234.0463102565957,DEBIT,Entertainment,1,6,1,large
2023-01-30,dining expense,-179.12516204857783,DEBIT,Dining,1,0,0,medium
2023-01-31,dining expense,-282.45460573667896,DEBIT,Dining,1,1,0,large
2023-02-01,salary from company a,7759.200781888541,CREDIT,Salary,2,2,0,very_large
2023-02-02,entertainment expense,-276.3623831650841,DEBIT,Entertainment,2,3,0,large
2023-02-03,other expense,-42.64171250006649,DEBIT,Other,2,4,0,small
2023-02-04,utilities expense,-357.320165095755,DEBIT,Utilities,2,5,1,large
2023-02-05,transportation expense,-458.50248395135657,DEBIT,Transportation,2,6,1,large
2023-02-06,shopping expense,-332.70345908469363,DEBIT,Shopping,2,0,0,large
2023-02-07,utilities expense,-246.9464000199495,DEBIT,Utilities,2,1,0,large
2023-02-08,utilities expense,-372.82718126811153,DEBIT,Utilities,2,2,0,large
2023-02-09,investment in mutual funds,-243.37014995094165,DEBIT,Investment,2,3,0,large
2023-02-10,utilities expense,-311.2098127628825,DEBIT,Utilities,2,4,0,large
2023-02-11,monthly rent payment,-435.02044801376525,DEBIT,Rent,2,5,1,large
2023-02-12,entertainment expense,-46.98031481057455,DEBIT,Entertainment,2,6,1,small
2023-02-13,other expense,-110.35172015195526,DEBIT,Other,2,0,0,medium
2023-02-14,transportation expense,-156.1907304904339,DEBIT,Transportation,2,1,0,medium
2023-02-15,other expense,-119.57995181392201,DEBIT,Other,2,2,0,medium
2023-02-16,monthly rent payment,-213.98203027939127,DEBIT,Rent,2,3,0,large
2023-02-17,salary from company b,4092.60519188049,CREDIT,Salary,2,4,0,very_large
2023-02-18,transportation expense,-493.9812697899454,DEBIT,Transportation,2,5,1,large
2023-02-19,utilities expense,-428.77149706698714,DEBIT,Utilities,2,6,1,large
2023-02-20,other expense,-35.39669651394078,DEBIT,Other,2,0,0,small
2023-02-21,salary from company c,5768.924226181498,CREDIT,Salary,2,1,0,very_large
2023-02-22,transportation expense,-490.6878928677427,DEBIT,Transportation,2,2,0,large
2023-02-23,entertainment expense,-15.870121301566554,DEBIT,Entertainment,2,3,0,small
2023-02-24,transportation expense,-235.98724773364873,DEBIT,Transportation,2,4,0,large
2023-02-25,other expense,-246.25627387416375,DEBIT,Other,2,5,1,large
2023-02-26,return from bonds,964.530791149899,CREDIT,Investment,2,6,1,large
2023-02-27,other expense,-485.52695123058663,DEBIT,Other,2,0,0,large
2023-02-28,purchase at trader joe,-124.48592829664825,DEBIT,Groceries,2,1,0,medium
2023-03-01,salary from company b,4078.8621124055167,CREDIT,Salary,3,2,0,very_large
2023-03-02,transportation expense,-74.51517583699433,DEBIT,Transportation,3,3,0,medium
2023-03-03,monthly rent payment,-363.69084061486654,DEBIT,Rent,3,4,0,large
2023-03-04,dining expense,-107.41886268990424,DEBIT,Dining,3,5,1,medium
2023-03-05,shopping expense,-119.3847814066937,DEBIT,Shopping,3,6,1,medium
2023-03-06,shopping expense,-470.68767310194823,DEBIT,Shopping,3,0,0,large
2023-03-07,shopping expense,-402.8176781420511,DEBIT,Shopping,3,1,0,large
2023-03-08,return from bonds,939.2677366464085,CREDIT,Investment,3,2,0,large
2023-03-09,transportation expense,-125.02389034463442,DEBIT,Transportation,3,3,0,medium
2023-03-10,dining expense,-388.18346674740434,DEBIT,Dining,3,4,0,large
2023-03-11,shopping expense,-296.76703229329786,DEBIT,Shopping,3,5,1,large
2023-03-12,transportation expense,-288.46737503342865,DEBIT,Transportation,3,6,1,large
2023-03-13,monthly rent payment,-234.31199929199352,DEBIT,Rent,3,0,0,large
2023-03-14,entertainment expense,-428.6229049423309,DEBIT,Entertainment,3,1,0,large
2023-03-15,purchase at walmart,-404.1205315696233,DEBIT,Groceries,3,2,0,large
2023-03-16,entertainment expense,-63.20715097885732,DEBIT,Entertainment,3,3,0,medium
2023-03-17,entertainment expense,-361.3472619592589,DEBIT,Entertainment,3,4,0,large
2023-03-18,entertainment expense,-273.11812141549154,DEBIT,Entertainment,3,5,1,large
2023-03-19,entertainment expense,-103.37561168736246,DEBIT,Entertainment,3,6,1,medium
2023-03-20,other expense,-364.8007036470532,DEBIT,Other,3,0,0,large
2023-03-21,utilities expense,-238.01211809495902,DEBIT,Utilities,3,1,0,large
2023-03-22,transportation expense,-107.44778205377679,DEBIT,Transportation,3,2,0,medium
2023-03-23,utilities expense,-197.80208783384404,DEBIT,Utilities,3,3,0,medium
2023-03-24,investment in bonds,-654.1442328995178,DEBIT,Investment,3,4,0,large
2023-03-25,shopping expense,-84.86958219922244,DEBIT,Shopping,3,5,1,medium
2023-03-26,transportation expense,-365.1853904640599,DEBIT,Transportation,3,6,1,large
2023-03-27,monthly rent payment,-309.0405403358859,DEBIT,Rent,3,0,0,large
2023-03-28,investment in stocks,-120.66710879414269,DEBIT,Investment,3,1,0,medium
2023-03-29,shopping expense,-496.36991288021176,DEBIT,Shopping,3,2,0,large
2023-03-30,entertainment expense,-344.05455365919954,DEBIT,Entertainment,3,3,0,large
2023-03-31,dining expense,-283.11322059874936,DEBIT,Dining,3,4,0,large
2023-04-01,investment in mutual funds,-913.144801425807,DEBIT,Investment,4,5,1,large
2023-04-02,transportation expense,-499.6042506581556,DEBIT,Transportation,4,6,1,large
2023-04-03,shopping expense,-147.85381954423542,DEBIT,Shopping,4,0,0,medium
2023-04-04,utilities expense,-73.97932193296043,DEBIT,Utilities,4,1,0,medium
2023-04-05,monthly rent payment,-96.31624008306292,DEBIT,Rent,4,2,0,medium
2023-04-06,investment in mutual funds,-386.98439820792265,DEBIT,Investment,4,3,0,large
2023-04-07,entertainment expense,-476.3351002153196,DEBIT,Entertainment,4,4,0,large
2023-04-08,purchase at walmart,-278.6793417217156,DEBIT,Groceries,4,5,1,large
2023-04-09,purchase at trader joe,-360.2743552683469,DEBIT,Groceries,4,6,1,large
2023-04-10,dining expense,-87.69756133900061,DEBIT,Dining,4,0,0,medium
2023-04-11,purchase at whole foods,-392.1269848143578,DEBIT,Groceries,4,1,0,large
2023-04-12,purchase at trader joe,-206.25962159229277,DEBIT,Groceries,4,2,0,large
2023-04-13,monthly rent payment,-456.83101706539765,DEBIT,Rent,4,3,0,large
2023-04-14,investment in mutual funds,-773.4180970723844,DEBIT,Investment,4,4,0,large
2023-04-15,monthly rent payment,-95.54446953471766,DEBIT,Rent,4,5,1,medium
2023-04-16,monthly rent payment,-51.7911144778132,DEBIT,Rent,4,6,1,medium
2023-04-17,other expense,-166.11018548937034,DEBIT,Other,4,0,0,medium
2023-04-18,investment in bonds,-866.2539040809223,DEBIT,Investment,4,1,0,large
2023-04-19,investment in bonds,-214.1843206393567,DEBIT,Investment,4,2,0,large
2023-04-20,salary from company a,6029.926328670765,CREDIT,Salary,4,3,0,very_large
2023-04-21,shopping expense,-53.65656603036201,DEBIT,Shopping,4,4,0,medium
2023-04-22,purchase at walmart,-478.9478827518635,DEBIT,Groceries,4,5,1,large
2023-04-23,investment in mutual funds,-834.6573382947075,DEBIT,Investment,4,6,1,large
2023-04-24,transportation expense,-331.26979267071147,DEBIT,Transportation,4,0,0,large
2023-04-25,entertainment expense,-212.92743622859066,DEBIT,Entertainment,4,1,0,large
2023-04-26,purchase at kroger,-24.101682566936187,DEBIT,Groceries,4,2,0,small
2023-04-27,transportation expense,-148.46558859793248,DEBIT,Transportation,4,3,0,medium
2023-04-28,transportation expense,-286.02359962876415,DEBIT,Transportation,4,4,0,large
2023-04-29,transportation expense,-301.6883100751847,DEBIT,Transportation,4,5,1,large
2023-04-30,transportation expense,-291.3112392233625,DEBIT,Transportation,4,6,1,large
2023-05-01,dining expense,-185.79078413936963,DEBIT,Dining,5,0,0,medium
2023-05-02,purchase at walmart,-121.53084070428963,DEBIT,Groceries,5,1,0,medium
2023-05-03,entertainment expense,-240.24916229724622,DEBIT,Entertainment,5,2,0,large
2023-05-04,transportation expense,-348.89711264434504,DEBIT,Transportation,5,3,0,large
2023-05-05,utilities expense,-60.301751465888564,DEBIT,Utilities,5,4,0,medium
2023-05-06,salary from company c,3792.0419288042676,CREDIT,Salary,5,5,1,very_large
2023-05-07,salary from company b,2839.8031035068843,CREDIT,Salary,5,6,1,very_large
2023-05-08,return from bonds,404.4770847148749,CREDIT,Investment,5,0,0,large
2023-05-09,dining expense,-482.6201041547908,DEBIT,Dining,5,1,0,large
2023-05-10,entertainment expense,-84.14548652108637,DEBIT,Entertainment,5,2,0,medium
2023-05-11,dining expense,-376.53718929504504,DEBIT,Dining,5,3,0,large
2023-05-12,investment in mutual funds,-127.397768875618,DEBIT,Investment,5,4,0,medium
2023-05-13,transportation expense,-308.4729337542117,DEBIT,Transportation,5,5,1,large
2023-05-14,entertainment expense,-403.86520176929866,DEBIT,Entertainment,5,6,1,large
2023-05-15,purchase at walmart,-229.21141816115505,DEBIT,Groceries,5,0,0,large
2023-05-16,entertainment expense,-106.0186129834427,DEBIT,Entertainment,5,1,0,medium
2023-05-17,monthly rent payment,-302.0976297237932,DEBIT,Rent,5,2,0,large
2023-05-18,shopping expense,-172.24808872421073,DEBIT,Shopping,5,3,0,medium
2023-05-19,shopping expense,-36.876848121367104,DEBIT,Shopping,5,4,0,small
2023-05-20,utilities expense,-70.09169014248343,DEBIT,Utilities,5,5,1,medium
2023-05-21,entertainment expense,-65.01834446493898,DEBIT,Entertainment,5,6,1,medium
2023-05-22,transportation expense,-460.7755196584093,DEBIT,Transportation,5,0,0,large
2023-05-23,shopping expense,-166.10823768036522,DEBIT,Shopping,5,1,0,medium
2023-05-24,other expense,-224.9834215072159,DEBIT,Other,5,2,0,large
2023-05-25,other expense,-346.9442135142321,DEBIT,Other,5,3,0,large
2023-05-26,entertainment expense,-172.9756571753073,DEBIT,Entertainment,5,4,0,medium
2023-05-27,return from mutual funds,493.2736717663228,CREDIT,Investment,5,5,1,large
2023-05-28,shopping expense,-115.96778071935466,DEBIT,Shopping,5,6,1,medium
2023-05-29,other expense,-397.5260918906865,DEBIT,Other,5,0,0,large
2023-05-30,entertainment expense,-320.2991844667405,DEBIT,Entertainment,5,1,0,large
2023-05-31,purchase at trader joe,-480.4088576680926,DEBIT,Groceries,5,2,0,large
2023-06-01,monthly rent payment,-355.5214370055187,DEBIT,Rent,6,3,0,large
2023-06-02,dining expense,-32.931807091932754,DEBIT,Dining,6,4,0,small
2023-06-03,utilities expense,-135.2032600756114,DEBIT,Utilities,6,5,1,medium
2023-06-04,purchase at walmart,-485.5132044688497,DEBIT,Groceries,6,6,1,large
2023-06-05,shopping expense,-36.3322270342436,DEBIT,Shopping,6,0,0,small
2023-06-06,investment in mutual funds,-142.0767652136745,DEBIT,Investment,6,1,0,medium
2023-06-07,salary from company a,2074.618845343249,CREDIT,Salary,6,2,0,very_large
2023-06-08,return from mutual funds,339.4802414157405,CREDIT,Investment,6,3,0,large
2023-06-09,entertainment expense,-466.3819464693867,DEBIT,Entertainment,6,4,0,large
2023-06-10,entertainment expense,-252.14697311016673,DEBIT,Entertainment,6,5,1,large
2023-06-11,monthly rent payment,-490.526240934079,DEBIT,Rent,6,6,1,large
2023-06-12,dining expense,-417.60050468084273,DEBIT,Dining,6,0,0,large
2023-06-13,shopping expense,-165.54265665732657,DEBIT,Shopping,6,1,0,medium
2023-06-14,shopping expense,-23.89789395944009,DEBIT,Shopping,6,2,0,small
2023-06-15,dining expense,-286.9858777433765,DEBIT,Dining,6,3,0,large
2023-06-16,shopping expense,-229.046195101416,DEBIT,Shopping,6,4,0,large
2023-06-17,entertainment expense,-284.20561102604483,DEBIT,Entertainment,6,5,1,large
2023-06-18,investment in mutual funds,-379.63312560168885,DEBIT,Investment,6,6,1,large
2023-06-19,transportation expense,-431.62402857862395,DEBIT,Transportation,6,0,0,large
2023-06-20,purchase at trader joe,-223.46449128921907,DEBIT,Groceries,6,1,0,large
2023-06-21,monthly rent payment,-475.6181916420085,DEBIT,Rent,6,2,0,large
2023-06-22,utilities expense,-490.72963856502633,DEBIT,Utilities,6,3,0,large
2023-06-23,entertainment expense,-401.6508552348629,DEBIT,Entertainment,6,4,0,large
2023-06-24,utilities expense,-188.49212515201498,DEBIT,Utilities,6,5,1,medium
2023-06-25,purchase at kroger,-377.70712491211947,DEBIT,Groceries,6,6,1,large
2023-06-26,entertainment expense,-106.19113424515491,DEBIT,Entertainment,6,0,0,medium
2023-06-27,return from bonds,424.9350758726556,CREDIT,Investment,6,1,0,large
2023-06-28,utilities expense,-201.97940203319945,DEBIT,Utilities,6,2,0,large
2023-06-29,transportation expense,-421.7663925494442,DEBIT,Transportation,6,3,0,large
2023-06-30,utilities expense,-440.7648895755718,DEBIT,Utilities,6,4,0,large
2023-07-01,salary from company c,5682.919320047498,CREDIT,Salary,7,5,1,very_large
2023-07-02,other expense,-243.33629210797034,DEBIT,Other,7,6,1,large
2023-07-03,purchase at trader joe,-150.28267968112522,DEBIT,Groceries,7,0,0,medium
2023-07-04,dining expense,-304.51552813378424,DEBIT,Dining,7,1,0,large
2023-07-05,shopping expense,-61.13719081965262,DEBIT,Shopping,7,2,0,medium
2023-07-06,monthly rent payment,-491.3694383141485,DEBIT,Rent,7,3,0,large
2023-07-07,monthly rent payment,-407.48119919185893,DEBIT,Rent,7,4,0,large
2023-07-08,utilities expense,-345.5772608088904,DEBIT,Utilities,7,5,1,large
2023-07-09,salary from company a,6033.119514720438,CREDIT,Salary,7,6,1,very_large
2023-07-10,investment in stocks,-717.013534718273,DEBIT,Investment,7,0,0,large
